Link ID,Route Prefix,Route Number,Route Suffix,Route Label,Route Alias,Physical Jurisdiction,,Maintenance Jurisdiction,,Link Length,Start Label,End Label,AADT,AADT Quality,Percent 2 and 4 Tire Vehicles,Percent Busses,Percent Single Unit Trucks 2 Axle,Percent Single Unit Trucks 3+ Axle,Percent Combination Trucks 1 Trailer,Percent Combination Trucks 2+ Trailer,Vehicle Classification Quality,K Factor,K Factor Quality,Direction Factor,AAWDT,AAWDT Quality,Data Date,Comment,AADT,AADT Quality,Percent 2 and 4 Tire Vehicles,Percent Busses,Percent Single Unit Trucks 2 Axle,Percent Single Unit Trucks 3+ Axle,Percent Combination Trucks 1 Trailer,Percent Combination Trucks 2+ Trailer,Vehicle Classification Quality,K Factor,K Factor Quality,Direction Factor,AAWDT,AAWDT Quality
787544,  00,06724,     ,00-6724,Crystal Dr,000,Arlington County,000,Arlington County,0.73,26th St,12th St,5300,F,93%,4%,3%,0%,0%,0%,F,0.0920,,1.0000,5600,F,2016,,,,,,,,,,,,,,,
787479,  00,06724,     ,00-6724,12th St,000,Arlington County,000,Arlington County,0.45,Crystal Dr,00-6723 Eads St,5200,F,93%,4%,3%,0%,0%,0%,F,0.1737,,0.8032,5600,F,2016,,,,,,,,,,,,,,,
700051,  00,06725,     ,00-6725,Fern St,000,Arlington County,000,Arlington County,0.81,23 rd Street S,Army Navy Drive,6400,F,98%,1%,1%,0%,0%,0%,C,0.1072,,0.7800,6800,F,2016,,,,,,,,,,,,,,,
787545,  00,06725,     ,00-6725,S Fern St,000,Arlington County,000,Arlington County,0.14,Army Navy Drive,Entrance to Pentagon Parking Lot,5900,F,98%,1%,1%,0%,0%,0%,F,0.1175,,0.5128,6300,F,2016,,,,,,,,,,,,,,,
700052,  00,06728,     ,00-6728,2nd St,000,Arlington County,000,Arlington County,0.30,"SR 120, S Glebe Rd",Irving Street S,5200,F,97%,2%,1%,0%,0%,0%,C,0.1161,,0.5624,5600,F,2016,,,,,,,,,,,,,,,
787546,  00,06728,     ,00-6728,2nd St,000,Arlington County,000,Arlington County,0.68,Irving Street,SR 27 Washington Blvd,7200,F,97%,2%,1%,0%,0%,0%,F,0.0953,,0.7556,7700,F,2016,,,,,,,,,,,,,,,
804488,  00,06728,     ,00-6728,Carpenter St,000,Arlington County,000,Arlington County,0.04,SR 27 Washington Blvd,Ft Myer Entrance Gate,7200,N,97%,2%,1%,0%,0%,0%,N,0.0953,,0.7556,7700,N,2016,,,,,,,,,,,,,,,
700053,  00,06731,     ,00-6731,McKinley Rd,000,Arlington County,000,Arlington County,0.55,Fairfax County Line,12th Road,3200,F,97%,1%,1%,1%,1%,0%,C,0.1199,,0.5471,3400,F,2016,,,,,,,,,,,,,,,
700054,  00,06731,     ,00-6731,Ohio St,000,Arlington County,000,Arlington County,0.25,12th Road,SR 237 Washington Blvd,3000,F,97%,1%,1%,1%,1%,0%,F,0.1087,,0.6122,3200,F,2016,,,,,,,,,,,,,,,
788188,  00,06731,     ,00-6731,Ohio St,000,Arlington County,000,Arlington County,0.09,SR 237 Washington Blvd,Dead End,130,F,97%,1%,1%,1%,1%,0%,F,0.1544,,1.0000,130,F,2016,,,,,,,,,,,,,,,
700055,  00,06731,     ,00-6731,John Marshall Dr,000,Arlington County,000,Arlington County,0.19,22nd Rd,US 29 Lee Highway,320,F,97%,1%,1%,1%,1%,0%,F,0.1062,,0.6111,340,F,2016,,,,,,,,,,,,,,,
787547,  00,06731,     ,00-6731,John Marshall Dr,000,Arlington County,000,Arlington County,0.84,US 29 Lee Highway,Williamsburg Blvd,890,F,97%,1%,1%,1%,1%,0%,F,0.1080,,0.6081,940,F,2016,,,,,,,,,,,,,,,
700056,  00,06735,     ,00-6735,Glen Carlyn Rd,000,Arlington County,000,Arlington County,0.14,Fairfax County Line; 29-714,00-6737 Carlin Springs Rd,4800,F,99%,0%,0%,0%,0%,0%,F,0.1346,,0.6012,5100,F,2016,,,,,,,,,,,,,,,
700057,  00,06736,     ,00-6736,Joyce St,000,Arlington County,000,Arlington County,0.27,Army Navy Drive,SR 244 Columbia Pike,12000,F,97%,1%,1%,1%,0%,0%,F,0.1103,,0.5052,12000,F,2016,,,,,,,,,,,,,,,
700058,  00,06737,     ,00-6737,Carlin Springs Rd,000,Arlington County,000,Arlington County,0.59,Fairfax County Line,5th Rd,28000,F,98%,1%,1%,0%,0%,0%,C,0.0865,,0.6395,30000,F,2016,,,,,,,,,,,,,,,
787548,  00,06737,     ,00-6737,Carlin Springs Rd,000,Arlington County,000,Arlington County,0.36,5th Rd,US 50 Arlington Blvd,28000,F,98%,1%,1%,0%,0%,0%,F,0.0887,,0.6408,30000,F,2016,,,,,,,,,,,,,,,
787549,  00,06737,     ,00-6737,Carlin Springs Rd,000,Arlington County,000,Arlington County,0.88,US 50 Arlington Blvd,George Mason Dr,18000,F,98%,1%,1%,0%,0%,0%,F,0.0985,,0.6593,19000,F,2016,,,,,,,,,,,,,,,
700059,  00,06738,     ,00-6738,Pershing Dr,000,Arlington County,000,Arlington County,0.22,George Mason Drive,"SR 120, N Glebe Road",6300,F,98%,1%,1%,0%,0%,0%,F,0.1022,,0.5730,6700,F,2016,,,,,,,,,,,,,,,
787550,  00,06738,     ,00-6738,N Pershing Dr,000,Arlington County,000,Arlington County,0.92,SR 120 Glebe Road,Washington Blvd,8400,F,98%,1%,1%,0%,0%,0%,F,0.1023,,0.6533,8900,F,2016,,,,,,,,,,,,,,,
787551,  00,06738,     ,00-6738,N Pershing Dr,000,Arlington County,000,Arlington County,0.34,Washington Blvd,US 50 Arlington Blvd,5300,F,98%,1%,1%,0%,0%,0%,F,0.1020,,0.6783,5700,F,2016,,,,,,,,,,,,,,,
700060,  00,06741,     ,00-6741,Kirkwood Rd,000,Arlington County,000,Arlington County,0.80,00-6700 Washington Blvd,US 29 Lee Highway,8300,F,98%,1%,1%,0%,0%,0%,C,0.1000,,0.6411,8900,F,2016,,,,,,,,,,,,,,,
700061,  00,06741,     ,00-6741,Spout Run Pkwy,000,Arlington County,000,Arlington County,0.89,SR 124; 00-6742 Lorcom Lane; Gap,SR 90005 George Washington Memorial Parkway,22000,F,98%,1%,1%,0%,0%,0%,F,0.0995,,0.7555,23000,F,2016,,,,,,,,,,,,,,,
700062,  00,06742,     ,00-6742,Lorcom Lane,000,Arlington County,000,Arlington County,0.60,SR 309 Old Lee Hwy,Military Road,8100,F,99%,0%,1%,0%,0%,0%,F,0.1057,,0.7439,8600,F,2016,,,,,,,,,,,,,,,
787552,  00,06742,     ,00-6742,Lorcom Lane,000,Arlington County,000,Arlington County,0.38,Military Road,Nellie Custis Dr,7700,F,99%,0%,1%,0%,0%,0%,C,0.1232,,0.5885,8200,F,2016,,,,,,,,,,,,,,,
787553,  00,06742,     ,00-6742,Lorcom Lane,000,Arlington County,000,Arlington County,0.49,Nellie Custis Dr,Spout Run Pkwy,14000,F,99%,0%,1%,0%,0%,0%,F,0.1110,,0.5870,15000,F,2016,,,,,,,,,,,,,,,
700063,  00,06743,     ,00-6743,Quincy St,000,Arlington County,000,Arlington County,0.18,00-6608 Wilson Blvd,SR 237 Fairfax Dr,8200,F,99%,1%,1%,0%,0%,0%,F,0.0799,,0.5651,8700,F,2016,,,,,,,,,,,,,,,
787554,  00,06743,     ,00-6743,Quincy St,000,Arlington County,000,Arlington County,0.24,SR 237 Fairfax Dr,Washington Blvd,11000,F,99%,1%,1%,0%,0%,0%,F,0.0924,,0.5602,11000,F,2016,,,,,,,,,,,,,,,
787555,  00,06743,     ,00-6743,Quincy St,000,Arlington County,000,Arlington County,0.28,Washington Blvd,15th St,12000,F,99%,1%,1%,0%,0%,0%,F,0.0993,,0.5036,13000,F,2016,,,,,,,,,,,,,,,
787556,  00,06743,     ,00-6743,Quincy St,000,Arlington County,000,Arlington County,0.50,15th St,US 29 Old Dominion Dr; Military Rd,8700,F,99%,1%,1%,0%,0%,0%,F,0.1044,,0.5123,9200,F,2016,,,,,,,,,,,,,,,
700064,  00,06743,     ,00-6743,Military Rd,000,Arlington County,000,Arlington County,0.51,US 29 Old Dominion Dr; Quincy St,Nellie Custis Dr,5800,F,99%,1%,1%,0%,0%,0%,F,0.1004,,0.5305,6200,F,2016,,,,,,,,,,,,,,,
787557,  00,06743,     ,00-6743,Military Rd,000,Arlington County,000,Arlington County,0.55,Nellie Custis Dr,Beechwood Circle,11000,F,99%,1%,1%,0%,0%,0%,F,0.1127,,0.6026,11000,F,2016,,,,,,,,,,,,,,,
787558,  00,06743,     ,00-6743,Military Rd,000,Arlington County,000,Arlington County,0.48,Beechwood Circle,Quincy St,8100,F,99%,1%,1%,0%,0%,0%,C,0.1181,,0.6061,8600,F,2016,,,,,,,,,,,,,,,
787559,  00,06743,     ,00-6743,Military Rd,000,Arlington County,000,Arlington County,0.78,Quincy St,"SR 120, N Glebe Rd",6900,F,99%,1%,1%,0%,0%,0%,F,0.1238,,0.5084,7300,F,2016,,,,,,,,,,,,,,,
700065,  00,06744,     ,00-6744,Quinn St,000,Arlington County,000,Arlington County,0.12,US 29 Lee Highway NB,Key Blvd,3800,F,96%,2%,1%,0%,1%,0%,F,0.1615,,0.9211,4100,F,2016,,,,,,,,,,,,,,,
787560,  00,06744,     ,00-6744,Key Blvd,000,Arlington County,000,Arlington County,0.33,Quinn St,Fort Myer Dr,4000,F,96%,2%,1%,0%,1%,0%,F,0.1761,,0.7878,4300,F,2016,,,,,,,,,,,,,,,
700066,  00,06745,     ,00-6745,Henderson Rd,000,Arlington County,000,Arlington County,0.24,George Mason Dr,"SR 120, N Glebe Rd",7900,F,97%,2%,1%,0%,0%,0%,C,0.0942,,0.6618,8400,F,2016,,,,,,,,,,,,,,,
787562,  00,06745,     ,00-6745,N Quincy St,000,Arlington County,000,Arlington County,0.26,"SR 120, N Glebe Rd",Wilson Blvd,12000,F,97%,2%,1%,0%,0%,0%,F,0.0833,,0.5933,12000,F,2016,,,,,,,,,,,,,,,
700067,  00,06746,     ,00-6746,Fairfax Dr,000,Arlington County,000,Arlington County,0.37,Troy St,14th St,440,F,96%,2%,1%,0%,1%,0%,F,0.3166,,0.9365,470,F,2016,,,,,,,,,,,,,,,
787563,  00,06746,     ,00-6746,Fairfax Dr,000,Arlington County,000,Arlington County,0.35,14th St,Fort Myer Dr,3900,F,96%,2%,1%,0%,1%,0%,F,0.1044,,0.7531,4100,F,2016,,,,,,,,,,,,,,,
787564,  00,06746,     ,00-6746,Fort Myer Dr,000,Arlington County,000,Arlington County,0.34,Fairfax Dr,US 29 Lee Highway NB,13000,F,96%,2%,1%,0%,1%,0%,F,0.1013,,1.0000,14000,F,2016,,,,,,,,,,,,,,,
787565,  00,06747,     ,00-6747,Lynn St,000,Arlington County,000,Arlington County,0.39,US 50,US 29 Lee Hwy NB,20000,F,97%,2%,1%,0%,0%,0%,F,0.0834,,1.0000,22000,F,2016,,,,,,,,,,,,,,,
700069,  00,06748,     ,00-6748,Nellie Custis Dr,000,Arlington County,000,Arlington County,0.44,Lorcom Lane,Military Rd,6200,F,98%,1%,1%,0%,0%,0%,F,0.1040,,0.6407,6700,F,2016,,,,,,,,,,,,,,,
700070,  00,06749,     ,00-6749,Williamsburg Blvd,000,Arlington County,000,Arlington County,0.95,Fairfax County Line,00-6682 Sycamore St,7200,F,98%,0%,1%,0%,0%,0%,C,0.1095,,0.5115,7600,F,2016,,,,,,,,,,,,,,,
700071,  00,06750,     ,00-6750,16th St,000,Arlington County,000,Arlington County,0.53,Patrick Henry Dr,George Mason Dr,1800,F,97%,1%,2%,0%,0%,0%,F,0.1413,,0.7157,1900,F,2016,,,,,,,,,,,,,,,
787566,  00,06750,     ,00-6750,16th St,000,Arlington County,000,Arlington County,0.50,George Mason Dr,"SR 120, N Glebe Rd",7000,F,97%,1%,2%,0%,0%,0%,C,0.1053,,0.5814,7400,F,2016,,,,,,,,,,,,,,,
700072,  00,06751,     ,00-6751,Rhodes St,000,Arlington County,000,Arlington County,0.51,14th St,Wilson Blvd,5200,F,96%,2%,1%,0%,0%,0%,C,0.1151,,0.6454,5600,F,2016,,,,,,,,,,,,,,,
700073,  00,06752,     ,00-6752,15th St,000,Arlington County,000,Arlington County,0.24,"SR 120, N Glebe Rd",Utah St,1900,F,97%,1%,2%,0%,0%,0%,F,0.1518,,0.6716,2100,F,2016,,,,,,,,,,,,,,,
787567,  00,06752,     ,00-6752,15th St,000,Arlington County,000,Arlington County,0.16,Utah St,N Stafford St,2600,F,97%,1%,2%,0%,0%,0%,F,0.1624,,0.6605,2800,F,2016,,,,,,,,,,,,,,,
700074,  00,06753,     ,00-6753,Stuart St,000,Arlington County,000,Arlington County,0.07,SR 237 Fairfax Dr,9th St,3000,G,97%,2%,1%,0%,0%,0%,F,0.0809,,0.6554,3200,G,2016,,,,,,,,,,,,,,,
787568,  00,06753,     ,00-6753,9th St,000,Arlington County,000,Arlington County,0.07,Stuart St,Stafford St,4100,F,97%,2%,1%,0%,0%,0%,F,0.0986,,0.6607,4400,F,2016,,,,,,,,,,,,,,,
787569,  00,06753,     ,00-6753,Stafford St,000,Arlington County,000,Arlington County,0.09,9th St,SR 237 Fairfax Dr,4400,F,97%,2%,1%,0%,0%,0%,F,0.0894,,0.6567,4700,F,2016,,,,,,,,,,,,,,,
787570,  00,06753,     ,00-6753,Stafford St,000,Arlington County,000,Arlington County,0.43,SR 237 Fairfax Dr,15th St,3500,F,97%,2%,1%,0%,0%,0%,F,0.1512,,0.6044,3700,F,2016,,,,,,,,,,,,,,,
700075,  00,06755,     ,00-6755,Highland St,000,Arlington County,000,Arlington County,0.44,US 50 Arlington Blvd,Pershing Dr,1000,F,97%,2%,1%,0%,0%,0%,F,0.1291,,0.7619,1100,F,2016,,,,,,,,,,,,,,,
787571,  00,06755,     ,00-6755,Highland St,000,Arlington County,000,Arlington County,0.38,Pershing Dr,SR 237 10th St,2100,F,98%,1%,1%,0%,0%,0%,C,0.1253,,0.8069,2200,F,2016,,,,,,,,,,,,,,,
787572,  00,06755,     ,00-6755,Highland St,000,Arlington County,000,Arlington County,0.21,SR 237 10th St,Wilson Blvd,3000,F,97%,2%,1%,0%,0%,0%,F,0.1021,,0.5450,3200,F,2016,,,,,,,,,,,,,,,
798867,  00,06755,     ,00-6755,Highland St,000,Arlington County,000,Arlington County,0.24,Wilson Blvd,Key Blvd,4300,F,99%,0%,1%,0%,0%,0%,C,0.0972,,0.5488,4300,F,2016,,,,,,,,,,,,,,,
787573,  00,06755,     ,00-6755,Highland St,000,Arlington County,000,Arlington County,0.27,Key Blvd,US 29 Lee Hwy,4400,F,97%,2%,1%,0%,0%,0%,F,0.0981,,0.5778,4700,F,2016,,,,,,,,,,,,,,,
700076,  00,06757,     ,00-6757,Barton St,000,Arlington County,000,Arlington County,0.53,Dead End,SR 237 10th Street,3000,F,96%,2%,1%,0%,0%,0%,F,0.1366,,0.7294,3200,F,2016,,,,,,,,,,,,,,,
787574,  00,06757,     ,00-6757,Barton St,000,Arlington County,000,Arlington County,0.31,"SR 237, 10th St",14th St,6900,F,96%,2%,1%,0%,0%,0%,C,0.1045,,0.6720,7400,F,2016,,,,,,,,,,,,,,,
787575,  00,06757,     ,00-6757,14th St,000,Arlington County,000,Arlington County,0.26,Barton St,Courthouse Rd,4600,F,96%,2%,1%,0%,0%,0%,F,0.0944,,0.5959,4900,F,2016,,,,,,,,,,,,,,,
700077,  00,06759,     ,00-6759,N Veitch St,000,Arlington County,000,Arlington County,0.79,Clarendon Blvd,US 29,8200,F,96%,1%,1%,1%,1%,0%,C,0.0807,,0.5139,8700,F,2016,,,,,,,,,,,,,,,
700078,  00,06770,     ,00-6770,Chesterbrook Rd,000,Arlington County,000,Arlington County,0.28,SR 120 Glebe Rd,29-689; Fairfax County Line,4200,F,97%,2%,1%,0%,0%,0%,F,0.1745,,0.7571,4500,F,2016,,,,,,,,,,,,,,,
700079,  00,06771,     ,00-6771,Little Falls Rd,000,Arlington County,000,Arlington County,0.44,Sycamore St,Yorktown Blvd,6400,F,97%,2%,1%,0%,0%,0%,F,0.1185,,0.5047,6800,F,2016,,,,,,,,,,,,,,,
787576,  00,06771,     ,00-6771,Yorktown Blvd,000,Arlington County,000,Arlington County,0.60,Little Falls Rd,28th St,6900,F,97%,2%,1%,0%,0%,0%,C,0.1277,,0.6673,7400,F,2016,,,,,,,,,,,,,,,
787577,  00,06771,     ,00-6771,Yorktown Blvd,000,Arlington County,000,Arlington County,0.65,28th St,26th St,5700,F,97%,2%,1%,0%,0%,0%,F,0.1338,,0.6461,6100,F,2016,,,,,,,,,,,,,,,
787578,  00,06771,     ,00-6771,26th St,000,Arlington County,000,Arlington County,0.97,Yorktown Blvd,Military Rd,3200,F,97%,2%,1%,0%,0%,0%,F,0.1222,,0.6233,3400,F,2016,,,,,,,,,,,,,,,
700080,  00,06773,     ,00-6773,Moore St,000,Arlington County,000,Arlington County,0.20,Wilson Blvd,US 29 Lee Hwy,4900,G,96%,2%,1%,0%,0%,0%,F,0.0796,,0.5147,5200,G,2016,,,,,,,,,,,,,,,
700081,  00,06774,     ,00-6774,Fairfax Dr,000,Arlington County,000,Arlington County,0.15,ECL Falls Church,Little Falls Rd,11000,F,97%,2%,1%,0%,0%,0%,F,0.1212,,0.6486,11000,F,2016,,,,,,,,,,,,,,,
787579,  00,06774,     ,00-6774,Fairfax Dr,000,Arlington County,000,Arlington County,0.43,Little Falls Rd,US 29 Lee Highway,8100,F,97%,2%,1%,0%,0%,0%,F,0.1290,,1.0000,8600,F,2016,,,,,,,,,,,,,,,
700082,  00,06780,     ,00-6780,Westmoreland St,000,Arlington County,000,Arlington County,0.34,00-6774 Fairfax Dr,Williamsburg Blvd,6900,F,99%,0%,0%,0%,0%,0%,F,0.1084,,0.5761,7400,F,2016,,,,,,,,,,,,,,,
787580,  00,06780,     ,00-6780,Westmoreland St,000,Arlington County,000,Arlington County,0.13,Williamsburg Blvd,Fairfax County Line,6300,F,99%,0%,0%,0%,0%,0%,F,0.1157,,0.5069,6700,F,2016,,,,,,,,,,,,,,,
700083,  00,06787,     ,00-6787,Woodstock St,000,Arlington County,000,Arlington County,0.35,SR 120 Glebe Road,SR 309 Lee Highway; 00-6742 Lorcom Lane,2200,F,97%,1%,1%,1%,1%,0%,C,0.1101,,0.6522,2300,F,2016,,,,,,,,,,,,,,,
700084,  00,06794,     ,00-6794,16th Street N,000,Arlington County,000,Arlington County,0.14,110-6794 ; ECL Falls Church,Roosevelt St,2500,F,99%,0%,0%,0%,0%,0%,F,0.1224,,0.5139,2600,F,2016,,,,,,,,,,,,,,,
700085,  00,06797,     ,00-6797,Little Falls Rd,000,Arlington County,000,Arlington County,0.12,110-6797; ECL Falls Church,00-6774 Fairfax Dr,3200,F,98%,1%,0%,0%,0%,0%,F,0.0994,,0.6696,3400,F,2016,,,,,,,,,,,,,,,
700086,  00,06798,     ,00-6798,19th St,000,Arlington County,000,Arlington County,0.17,00-6682 Sycamore St,Westmoreland St,3700,F,99%,0%,0%,0%,0%,0%,F,0.1319,,0.5942,3900,F,2016,,,,,,,,,,,,,,,
787581,  00,06798,     ,00-6798,Westmoreland St,000,Arlington County,000,Arlington County,0.27,19th St,US 29 Lee Hwy,3000,F,99%,0%,0%,0%,0%,0%,C,0.1249,,0.6693,3200,F,2016,,,,,,,,,,,,,,,
700087,  00,06801,     ,00-6801,26th St,000,Arlington County,000,Arlington County,0.06,SR 309 Old Dominion Dr,00-6771 Yorktown Blvd,6200,F,97%,1%,1%,1%,1%,0%,F,0.1048,,0.5830,6600,F,2016,,,,,,,,,,,,,,,
700088,  00,06805,     ,00-6805,16th St,000,Arlington County,000,Arlington County,0.03,Patrick Henry Dr,Lexington St,2200,F,98%,1%,1%,0%,0%,0%,F,0.1044,,0.6794,2400,F,2016,,,,,,,,,,,,,,,
787582,  00,06805,     ,00-6805,Lexington St,000,Arlington County,000,Arlington County,0.43,16th St,22nd St,2200,F,98%,1%,1%,0%,0%,0%,F,0.0980,,0.5044,2400,F,2016,,,,,,,,,,,,,,,
787583,  00,06805,     ,00-6805,Lexington St,000,Arlington County,000,Arlington County,0.28,22nd St,US 29 Lee Hwy,1900,F,98%,1%,1%,0%,0%,0%,F,0.1010,,0.5501,2100,F,2016,,,,,,,,,,,,,,,
787584,  00,06805,     ,00-6805,Lexington St,000,Arlington County,000,Arlington County,0.56,US 29 Lee Hwy,Little Falls Rd,860,F,98%,1%,1%,0%,0%,0%,C,0.1093,,0.5347,920,F,2016,,,,,,,,,,,,,,,
700089,  00,06805,     ,00-6805,Kensington St,000,Arlington County,000,Arlington County,0.26,Yorktown Blvd,Williamsburg Blvd,790,F,98%,1%,1%,0%,0%,0%,F,0.1527,,0.5787,840,F,2016,,,,,,,,,,,,,,,
700090,  00,06808,     ,00-6808,15th St,000,Arlington County,000,Arlington County,0.08,00-6759 Veitch St,00-6812 Courthouse Rd,6100,F,97%,1%,1%,1%,0%,0%,F,0.0762,,0.5923,6500,F,2016,,,,,,,,,,,,,,,
700091,  00,06809,     ,00-6809,Patrick Henry Dr,000,Arlington County,000,Arlington County,0.79,Wilson Blvd,SR 237 Washington Blvd,6500,F,98%,1%,1%,1%,0%,0%,F,0.1029,,0.6104,6900,F,2016,,,,,,,,,,,,,,,
787585,  00,06809,     ,00-6809,Patrick Henry Dr,000,Arlington County,000,Arlington County,0.88,SR 237 Washington Blvd,George Mason Dr,3500,F,98%,1%,1%,1%,0%,0%,C,0.0971,,1.0000,3700,F,2016,,,,,,,,,,,,,,,
700092,  00,06811,     ,00-6811,Carlin Springs Rd,000,Arlington County,000,Arlington County,0.41,George Mason Dr,"SR 120, N Glebe Rd",9900,F,98%,1%,1%,0%,0%,0%,F,0.1003,,0.7124,10000,F,2016,,,,,,,,,,,,,,,
700093,  00,06812,     ,00-6812,Courthouse Rd,000,Arlington County,000,Arlington County,0.44,US 50 Arlingdon Blvd,Clarendon Blvd,9000,F,96%,2%,1%,0%,0%,0%,F,0.0798,,0.5257,9600,F,2016,,,,,,,,,,,,,,,
787588,  00,06812,     ,00-6812,Clarendon Blvd,000,Arlington County,000,Arlington County,0.37,Courthouse Rd,Oak St,11000,F,96%,2%,1%,0%,0%,0%,F,0.1320,,1.0000,12000,F,2016,,,,,,,,,,,,,,,
700094,  00,06813,     ,00-6813,Monroe St,000,Arlington County,000,Arlington County,0.58,Walter Reed Dr,SR 244 Columbia Pike,2800,F,97%,2%,1%,0%,0%,0%,F,0.1000,,0.5847,3000,F,2016,,,,,,,,,,,,,,,
700095,  00,06817,     ,00-6817,McKinley Rd,000,Arlington County,000,Arlington County,0.10,SR 237 Washington Blvd,Longfellow St,2400,F,98%,1%,1%,1%,0%,0%,F,0.1073,,0.5752,2600,F,2016,,,,,,,,,,,,,,,
787586,  00,06817,     ,00-6817,18th St,000,Arlington County,000,Arlington County,0.14,Longfellow St,Patrick Henry Dr,890,F,98%,1%,1%,1%,0%,0%,F,0.1124,,0.6244,950,F,2016,,,,,,,,,,,,,,,
700096,  00,06852,     ,00-6852,Marshall Dr,000,Arlington County,000,Arlington County,0.30,SR 110 Jefferson Davis Hwy,Meade St,3800,F,97%,1%,1%,1%,1%,0%,F,0.1061,,0.5124,4000,F,2016,,,,,,,,,,,,,,,
787587,  00,06852,     ,00-6852,Meade St,000,Arlington County,000,Arlington County,0.24,Marshall Dr,Ramp to US 50,4200,F,97%,1%,1%,1%,1%,0%,F,0.1073,,0.5543,4500,F,2016,,,,,,,,,,,,,,,
700097,  00,06915,     ,00-6915,Thomas Ave,000,Arlington County,000,Arlington County,1.36,George Washington Pkwy,George Washington Pkwy,32000,G,100%,0%,0%,0%,0%,0%,C,0.0825,,0.5637,34000,G,2016,,,,,,,,,,,,,,,
782121,  00,99005,S000A,00-99005 SB Exit 000A,Ramp,000,Arlington County,000,Arlington County,0.26,GEORGE WASHINGTON MEM PKWY TO RT 66 WEST,I-66-E FROM GEORGE WASH MEM PKWY-SOUTH,12000,G,,,,,,,X,0.1252,,1.0000,12000,G,2016,,,,,,,,,,,,,,,
782122,  00,99014, 000C,00-99014 Exit 000C,Ramp,000,Arlington County,000,Arlington County,0.15,Pentagon Rotary Road,I-395 South HOV,5100,G,,,,,,,X,0.2348,,1.0000,5100,G,2016,,,,,,,,,,,,,,,
782123,  00,99014,E000B,00-99014 EB Exit 000B,Ramp,000,Arlington County,000,Arlington County,0.24,Pentagon Rotary Road,I-395 North,640,G,,,,,,,X,0.1215,,1.0000,640,G,2016,,,,,,,,,,,,,,,
782124,  00,99015,N000A,00-99015 NB Exit 000A,Ramp,000,Arlington County,000,Arlington County,0.08,Boundary Channel Drive,I-395 South,510,G,,,,,,,X,0.1346,,1.0000,510,G,2016,,,,,,,,,,,,,,,
782125,  00,99015,S000A,00-99015 SB Exit 000A,Ramp at I-395 Exit 9,000,Arlington County,000,Arlington County,0.10,Boundary Channel Dr SB,I-395 North,3300,G,,,,,,,X,0.1899,,1.0000,3300,G,2016,,,,,,,,,,,,,,,
782126,  00,99015,S000B,00-99015 SB Exit 000B,Ramp,000,Arlington County,000,Arlington County,0.09,Boundary Channel Drive,I-395 South,980,G,,,,,,,X,0.1615,,1.0000,980,G,2016,,,,,,,,,,,,,,,
782127,  00,99016,N000A,00-99016 NB Exit 000A,Ramp,000,Arlington County,000,Arlington County,0.06,George Washington Memorial Parkway,I-395 North,17000,G,,,,,,,X,0.1011,,1.0000,17000,G,2016,,,,,,,,,,,,,,,
782128,  00,99016,N000B,00-99016 NB Exit 000B,Ramp,000,Arlington County,000,Arlington County,0.07,George Washington Memorial Parkway NB,I-395-S,6300,G,,,,,,,X,0.0838,,1.0000,6300,G,2016,,,,,,,,,,,,,,,
782129,  00,99016,S000A,00-99016 SB Exit 000A,Ramp,000,Arlington County,000,Arlington County,0.07,George Washington Memorial Parkway,I-395 North,13000,G,,,,,,,X,0.1144,,1.0000,13000,G,2016,,,,,,,,,,,,,,,
782130,  00,99016,S000B,00-99016 SB Exit 000B,Ramp,000,Arlington County,000,Arlington County,0.10,George Washington Memorial Parkway,I-395-S,1500,G,,,,,,,X,0.0805,,1.0000,1500,G,2016,,,,,,,,,,,,,,,
602084, 100,00001,     ,100-1,Cameron St,100,City of Alexandria,100,City of Alexandria,1.00,Commonwealth Ave,Fairfax St,4600,G,98%,1%,1%,0%,0%,0%,C,0.1274,,1.0000,5000,G,2016,,,,,,,,,,,,,,,
602115, 100,00002,     ,100-2,Daingerfield Rd,100,City of Alexandria,100,City of Alexandria,0.19,SR 236 Duke St,SR 7 King St,5600,G,95%,3%,2%,1%,0%,0%,C,0.0946,,0.6172,6100,G,2016,,,,,,,,,,,,,,,
602120, 100,00003,     ,100-3,Filmore Ave,100,City of Alexandria,100,City of Alexandria,0.36,Seminary Rd,N Beauregard St,4600,G,91%,4%,4%,0%,0%,0%,C,0.0874,,0.5958,5000,G,2016,,,,,,,,,,,,,,,
602081, 100,00004,     ,100-4,Franklin St,100,City of Alexandria,100,City of Alexandria,0.40,US 1 Patrick St,Fairfax St,3200,G,96%,1%,2%,1%,0%,0%,C,0.0977,,0.8882,3500,G,2016,,,,,,,,,,,,,,,
602082, 100,00005,     ,100-5,Gibbon St,100,City of Alexandria,100,City of Alexandria,0.40,US 1 Patrick St,Fairfax St,1900,G,98%,0%,1%,0%,0%,0%,C,0.0900,,0.8324,2000,G,2016,,,,,,,,,,,,,,,
602111, 100,00006,     ,100-6,Holland Lane,100,City of Alexandria,100,City of Alexandria,0.32,Eisenhower Ave,SR 236 Duke St,8400,G,98%,0%,1%,0%,0%,0%,C,0.1240,,0.8462,9100,G,2016,,,,,,,,,,,,,,,
